ClientIP,Country,Provinces,ISP
58.187.92.246,Vietnam,Hanoi,FPT Telecom Company
222.252.33.17,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
125.212.177.47,Vietnam,Thai Binh,Viettel Group
118.71.18.237,Vietnam,Hanoi,FPT Telecom Company
1.53.65.6,Vietnam,Hanoi,FPT Telecom Company
42.112.157.90,Vietnam,Da Nang,FPT Telecom Company
14.234.19.176,Vietnam,Lien Loc,Vietnam Posts and Telecommunications Group
80.218.196.253,Switzerland,Ostermundigen,UPC Schweiz GmbH
14.189.148.54,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
123.27.240.55,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
1.53.65.50,Vietnam,Hanoi,FPT Telecom Company
58.187.60.248,Vietnam,Hanoi,FPT Telecom Company
115.75.162.100,Vietnam,Rach Gia,Viettel Group
115.73.184.5,Vietnam,Ho Chi Minh City,Viettel Group
42.114.132.62,Vietnam,Hanoi,FPT Telecom Company
59.153.244.210,Vietnam,Nha Trang,MOBIFONE Corporation
171.238.110.73,Vietnam,Thai Nguyen,Viettel Group
14.244.37.8,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
118.71.198.250,Vietnam,Thanh Hoa,FPT Telecom Company
118.70.26.113,Vietnam,Hanoi,FPT Telecom Company
1.52.192.196,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.162.57.78,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
14.166.164.140,Vietnam,Bac Kan,Vietnam Posts and Telecommunications Group
14.232.210.98,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.117.185.136,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.123.85,Vietnam,Hanoi,FPT Telecom Company
42.117.227.196,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.116.79.5,Vietnam,My Tho,FPT Telecom Company
113.20.99.9,Vietnam,Hanoi,CMC Telecom Infrastructure Company
118.71.192.64,Vietnam,Bac Ninh,FPT Telecom Company
58.187.164.4,Vietnam,Hanoi,FPT Telecom Company
14.183.79.53,Vietnam,Da Lat,Vietnam Posts and Telecommunications Group
1.54.104.0,Vietnam,Hanoi,FPT Telecom Company
95.90.226.131,Germany,Suderseefeld,Vodafone GmbH
58.186.223.206,Vietnam,Bac Giang,FPT Telecom Company
113.174.136.228,Vietnam,Djong Ha,Vietnam Posts and Telecommunications Group
14.244.14.6,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
42.117.65.49,Vietnam,Bien Hoa,FPT Telecom Company
42.113.155.150,Vietnam,Hanoi,FPT Telecom Company
1.55.135.36,Vietnam,Thai Binh,FPT Telecom Company
118.68.86.235,Vietnam,Hai Duong,FPT Telecom Company
117.7.237.31,Vietnam,Hanoi,Viettel Group
1.55.197.220,Vietnam,Ho Chi Minh City,FPT Telecom Company
183.80.140.52,Vietnam,Hanoi,FPT Telecom Company
14.228.111.79,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
1.53.178.96,Vietnam,Hanoi,FPT Telecom Company
171.238.209.30,Vietnam,Hanoi,Viettel Group
24.34.80.41,United States,Swampscott,"Comcast Cable Communications, LLC"
14.170.190.137,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
203.128.241.34,Vietnam,Vinh Long,Hanoi Telecom Joint Stock Company - HCMC Branch
66.220.149.5,United States,Menlo Park,"Facebook, Inc."
59.153.244.193,Vietnam,Nha Trang,MOBIFONE Corporation
1.53.205.237,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.29.170,Vietnam,Bac Giang,FPT Telecom Company
118.69.93.236,Vietnam,Ca Mau,FPT Telecom Company
118.71.196.1,Vietnam,Thanh Hoa,FPT Telecom Company
42.118.46.161,Vietnam,Bien Hoa,FPT Telecom Company
42.119.173.75,Vietnam,Ho Chi Minh City,FPT Telecom Company
123.17.209.220,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
42.118.76.143,Vietnam,Hoa Binh,FPT Telecom Company
42.112.232.71,Vietnam,Haiphong,FPT Telecom Company
42.114.29.163,Vietnam,Lang Long Son,FPT Telecom Company
113.181.245.173,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
113.183.55.103,Vietnam,Ha Giang,Vietnam Posts and Telecommunications Group
118.69.93.38,Vietnam,Ca Mau,FPT Telecom Company
1.52.74.103,Vietnam,Can Tho,FPT Telecom Company
27.72.174.125,Vietnam,Ha Long,Viettel Group
113.22.248.17,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.248.192,Vietnam,Hanoi,FPT Telecom Company
58.187.54.220,Vietnam,Bac Ninh,FPT Telecom Company
113.183.30.216,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
40.77.189.188,United States,Chicago,Microsoft Corporation
113.22.115.185,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.116.76.57,Vietnam,Xa Thang Nhut,FPT Telecom Company
66.220.149.23,United States,Menlo Park,"Facebook, Inc."
173.252.127.25,United States,Ashburn,"Facebook, Inc."
42.113.231.135,Vietnam,Hanoi,FPT Telecom Company
42.119.238.122,Vietnam,Nha Trang,FPT Telecom Company
125.214.57.228,Vietnam,Thon Nam,Viettel Group
113.23.30.28,Vietnam,Thu Dau Mot,FPT Telecom Company
14.248.155.155,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.115.196.194,Vietnam,Bac Giang,FPT Telecom Company
1.55.50.47,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.118.228.59,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.198.84,Vietnam,Thai Nguyen,FPT Telecom Company
14.229.168.140,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
27.67.134.119,Vietnam,Bac Ninh,Viettel Group
183.81.90.67,Vietnam,Hanoi,FPT Telecom Company
42.113.191.210,Vietnam,Nha Trang,FPT Telecom Company
42.118.130.96,Vietnam,Thu Dau Mot,FPT Telecom Company
59.153.242.236,Vietnam,Vinh,MOBIFONE Corporation
23.243.77.204,United States,Los Angeles,Charter Communications
58.187.54.121,Vietnam,Bac Ninh,FPT Telecom Company
180.93.36.145,Vietnam,Da Nang,Saigon Postel Corporation
118.68.134.23,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.71.198.175,Vietnam,Thanh Hoa,FPT Telecom Company
42.114.133.131,Vietnam,Hanoi,FPT Telecom Company
123.17.95.52,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
118.71.173.23,Vietnam,Uong Bi,FPT Telecom Company
1.52.183.39,Vietnam,Thu Dau Mot,FPT Telecom Company
42.117.219.86,Vietnam,Hanoi,FPT Telecom Company
118.70.233.195,Vietnam,Hanoi,FPT Telecom Company
118.69.133.156,Vietnam,Ca Mau,FPT Telecom Company
125.214.48.14,Vietnam,Ca Mau,Viettel Group
171.231.199.75,Vietnam,An Nhon,Viettel Group
42.119.180.96,Vietnam,Hanoi,FPT Telecom Company
14.247.147.176,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.115.196.230,Vietnam,Bac Giang,FPT Telecom Company
113.167.88.52,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
118.70.41.27,Vietnam,Thanh Hoa,FPT Telecom Company
58.187.164.123,Vietnam,Hanoi,FPT Telecom Company
14.244.138.174,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.114.30.181,Vietnam,Haiphong,FPT Telecom Company
113.186.20.244,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.114.38.95,Vietnam,Hai Duong,FPT Telecom Company
113.23.26.74,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.233.38.174,Vietnam,Nha Trang,Vietnam Posts and Telecommunications Group
121.101.103.18,Japan,Yokohama,Sony Network Communications Inc.
14.237.124.139,Vietnam,Tan Uyen,Vietnam Posts and Telecommunications Group
42.112.238.246,Vietnam,Hanoi,FPT Telecom Company
58.187.170.22,Vietnam,Da Nang,FPT Telecom Company
58.186.60.153,Vietnam,Ha Tinh,FPT Telecom Company
113.168.54.123,Vietnam,Thai Hoa,Vietnam Posts and Telecommunications Group
123.18.249.225,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
116.118.8.108,Vietnam,Ho Chi Minh City,Saigon Postel Corporation
42.118.47.128,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.192.130,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.53.29.194,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.228.98,Vietnam,Long Xuyen,FPT Telecom Company
42.113.154.207,Vietnam,Hai Duong,FPT Telecom Company
73.66.111.24,United States,Elk Grove,"Comcast Cable Communications, LLC"
1.54.7.95,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.170.97.148,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.187.66.216,Vietnam,Lang Son,FPT Telecom Company
14.249.223.40,Vietnam,Cao Bang,Vietnam Posts and Telecommunications Group
42.113.155.82,Vietnam,Hanoi,FPT Telecom Company
1.53.169.251,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.183.28.237,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
14.181.101.200,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
100.106.178.161,"","",""
42.114.18.58,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.229.163.36,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.113.252.29,Vietnam,Lang Son,FPT Telecom Company
183.81.75.7,Vietnam,Thai Binh,FPT Telecom Company
1.53.168.151,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.173.172,Vietnam,Lang Son,FPT Telecom Company
118.71.78.153,Vietnam,Ben Dinh,FPT Telecom Company
183.80.21.100,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.22.36.150,Vietnam,Nam Dinh,FPT Telecom Company
42.113.155.157,Vietnam,Hanoi,FPT Telecom Company
14.177.166.38,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
103.7.36.181,Vietnam,Hanoi,Vietnamobile Telecommunications Joint Stock Company
123.18.219.35,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
27.67.191.208,Vietnam,Hanoi,Viettel Group
123.26.178.190,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
171.248.123.223,Vietnam,Can Duoc,Viettel Group
42.114.31.236,Vietnam,Hanoi,FPT Telecom Company
66.249.82.191,Australia,Sydney,Google LLC
14.188.175.15,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
113.22.53.18,Vietnam,Haiphong,FPT Telecom Company
118.69.93.230,Vietnam,Ca Mau,FPT Telecom Company
113.22.199.232,Vietnam,Ho Chi Minh City,FPT Telecom Company
90.224.26.57,Sweden,Eskilstuna,Telia Company AB
42.113.152.97,Vietnam,Hanoi,FPT Telecom Company
66.249.82.139,Australia,Sydney,Google LLC
113.169.56.215,Vietnam,Bac Lieu,Vietnam Posts and Telecommunications Group
118.68.112.179,Vietnam,Phan Thiet,FPT Telecom Company
1.55.48.112,Vietnam,Nha Trang,FPT Telecom Company
14.250.19.213,Vietnam,Nha Trang,Vietnam Posts and Telecommunications Group
118.69.77.105,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.231.245.188,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
103.7.39.146,Vietnam,Ho Chi Minh City,Vietnamobile Telecommunications Joint Stock Company
42.118.29.109,Vietnam,Bac Giang,FPT Telecom Company
42.115.162.166,Vietnam,Hanoi,FPT Telecom Company
14.229.83.229,Vietnam,Bac Kan,Vietnam Posts and Telecommunications Group
118.68.192.107,Vietnam,Hanoi,FPT Telecom Company
58.187.181.20,Vietnam,Hanoi,FPT Telecom Company
14.229.185.41,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
14.249.7.47,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
118.68.213.56,Vietnam,Kon Tum,FPT Telecom Company
42.113.188.1,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.152.227,Vietnam,Hanoi,FPT Telecom Company
58.187.24.233,Vietnam,Hanoi,FPT Telecom Company
14.250.34.55,Vietnam,Hue,Vietnam Posts and Telecommunications Group
47.185.14.68,United States,Fort Worth,Verizon Business
222.252.54.221,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.119.147.30,Vietnam,Long Xuyen,FPT Telecom Company
113.186.212.238,Vietnam,Thai Nguyen,Vietnam Posts and Telecommunications Group
115.74.137.27,Vietnam,Long Xuyen,Viettel Group
1.55.49.58,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.244.223.123,Vietnam,Nam Djinh,Vietnam Posts and Telecommunications Group
27.67.181.248,Vietnam,Hoa Binh,Viettel Group
123.17.240.115,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
113.175.221.236,Vietnam,Lao Cai,Vietnam Posts and Telecommunications Group
1.52.56.80,Vietnam,Ben Dinh,FPT Telecom Company
14.248.115.49,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
123.16.166.86,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.112.86.115,Vietnam,Ho Chi Minh City,FPT Telecom Company
103.4.125.25,Singapore,Singapore,Robert Bosch GmbH
183.81.72.233,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.23.24.59,Vietnam,Ho Chi Minh City,FPT Telecom Company
101.99.13.22,Vietnam,Hanoi,CMC Telecom Infrastructure Company
113.162.238.53,Vietnam,Ca Mau,Vietnam Posts and Telecommunications Group
14.229.20.246,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.187.174.39,Vietnam,Ben Dinh,FPT Telecom Company
113.190.80.241,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
123.17.51.154,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
183.81.57.205,Vietnam,Hanoi,FPT Telecom Company
118.69.93.72,Vietnam,Ca Mau,FPT Telecom Company
103.216.193.72,Singapore,Singapore,"Joyent, Inc."
42.116.42.240,Vietnam,Qui Nhon,FPT Telecom Company
69.171.251.7,United States,Ashburn,"Facebook, Inc."
113.175.121.215,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
210.211.113.35,Vietnam,Hanoi,Vietel - CHT Compamy Ltd
113.190.181.202,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.228.36.173,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
1.55.227.228,Vietnam,Vinh Yen,FPT Telecom Company
118.71.172.208,Vietnam,Hanoi,FPT Telecom Company
171.253.9.142,Vietnam,Bien Hoa,Viettel Group
27.3.160.56,Vietnam,Haiphong,SaiGon Tourist Cable Television
1.54.215.106,Vietnam,Haiphong,FPT Telecom Company
42.115.196.217,Vietnam,Bac Giang,FPT Telecom Company
14.181.123.113,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
118.68.192.7,Vietnam,Hanoi,FPT Telecom Company
183.81.93.84,Vietnam,Hanoi,FPT Telecom Company
113.177.100.85,Vietnam,Thai Nguyen,Vietnam Posts and Telecommunications Group
1.55.227.67,Vietnam,Vinh Yen,FPT Telecom Company
113.160.186.223,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
1.55.198.190,Vietnam,Ho Chi Minh City,FPT Telecom Company
183.81.93.148,Vietnam,Hanoi,FPT Telecom Company
14.244.93.138,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.119.122.174,Vietnam,Hanoi,FPT Telecom Company
103.199.33.103,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
58.187.165.122,Vietnam,Hanoi,FPT Telecom Company
113.20.99.54,Vietnam,Hanoi,CMC Telecom Infrastructure Company
118.70.41.242,Vietnam,Thanh Hoa,FPT Telecom Company
113.160.205.33,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
1.52.192.255,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.231.248.39,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.162.177.208,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
115.75.177.98,Vietnam,Long Khanh,Viettel Group
42.117.219.11,Vietnam,Hanoi,FPT Telecom Company
96.52.132.206,Canada,Edmonton,Shaw Communications Inc.
14.239.120.166,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
76.247.28.15,United States,The Colony,AT&T Corp.
66.249.88.171,United States,Mountain View,Google LLC
27.78.158.34,Vietnam,Ca Mau,Viettel Group
66.249.82.189,Australia,Sydney,Google LLC
42.113.154.135,Vietnam,Hai Duong,FPT Telecom Company
42.114.36.99,Vietnam,Hanoi,FPT Telecom Company
113.23.48.72,Vietnam,Hanoi,FPT Telecom Company
113.175.122.91,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
113.180.3.231,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
118.68.192.250,Vietnam,Hanoi,FPT Telecom Company
113.22.169.138,Vietnam,Bac Ninh,FPT Telecom Company
42.114.39.139,Vietnam,Nam Dinh,FPT Telecom Company
42.112.185.24,Vietnam,Ho Chi Minh City,FPT Telecom Company
125.212.200.17,Vietnam,Hanoi,Viettel Group
5.2.146.254,Romania,Bucharest,RCS & RDS SA
66.249.82.119,Australia,Sydney,Google LLC
222.254.96.201,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.247.208.161,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
1.55.135.155,Vietnam,Thai Binh,FPT Telecom Company
58.187.54.86,Vietnam,Bac Ninh,FPT Telecom Company
118.71.196.124,Vietnam,Thanh Hoa,FPT Telecom Company
42.117.26.194,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.116.93.171,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.167.142.255,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
42.112.90.46,Vietnam,Nha Trang,FPT Telecom Company
113.183.91.12,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
123.16.223.249,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
42.119.250.212,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.199.134,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.33.207,Vietnam,Nam Dinh,FPT Telecom Company
42.112.83.237,Vietnam,Can Tho,FPT Telecom Company
180.249.74.165,Indonesia,Mamasa,PT Telkom Indonesia
1.55.61.91,Vietnam,Hanoi,FPT Telecom Company
14.163.225.71,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
42.112.248.96,Vietnam,Hanoi,FPT Telecom Company
14.188.86.155,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
115.75.101.168,Vietnam,Hanoi,Viettel Group
66.249.82.181,Australia,Sydney,Google LLC
14.177.232.159,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
125.212.180.33,Vietnam,Viet Tri,Viettel Group
115.72.144.154,Vietnam,Sa Dec,Viettel Group
42.118.223.141,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.54.7.241,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.233.248.154,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.228.76.122,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
14.244.201.51,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
183.81.53.60,Vietnam,Hue,FPT Telecom Company
42.115.196.105,Vietnam,Bac Giang,FPT Telecom Company
123.24.67.251,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
118.71.158.181,Vietnam,Hanoi,FPT Telecom Company
113.178.68.108,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
103.199.57.9,Vietnam,Hanoi,MOBIFONE Corporation
42.114.30.183,Vietnam,Haiphong,FPT Telecom Company
59.153.242.11,Vietnam,Vinh,MOBIFONE Corporation
42.118.129.195,Vietnam,Hanoi,FPT Telecom Company
1.52.195.109,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.135.90,Vietnam,Thai Binh,FPT Telecom Company
58.186.223.214,Vietnam,Bac Giang,FPT Telecom Company
113.23.30.49,Vietnam,Thu Dau Mot,FPT Telecom Company
66.249.82.136,Australia,Sydney,Google LLC
27.68.124.156,Vietnam,Ho Chi Minh City,Viettel Group
116.98.51.181,Vietnam,Hoi An,Viettel Group
23.123.213.111,United States,Oklahoma City,AT&T Corp.
113.183.113.238,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
172.117.22.42,United States,Carson,Charter Communications
116.100.101.155,Vietnam,Long Xuyen,Viettel Group
113.23.64.238,Vietnam,Haiphong,FPT Telecom Company
83.253.185.130,Sweden,Stockholm,Tele2 Sverige AB
1.54.193.199,Vietnam,Bac Ninh,FPT Telecom Company
58.186.223.176,Vietnam,Bac Giang,FPT Telecom Company
42.114.16.141,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.188.96.177,Vietnam,Bac Kan,Vietnam Posts and Telecommunications Group
42.112.155.162,Vietnam,Da Nang,FPT Telecom Company
113.23.64.3,Vietnam,Haiphong,FPT Telecom Company
138.19.181.98,Hong Kong,Hong Kong,Hong Kong Broadband Network Ltd
42.114.37.72,Vietnam,Hanoi,FPT Telecom Company
14.247.220.113,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
113.23.54.148,Vietnam,Ha Long,FPT Telecom Company
113.168.238.83,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
58.187.12.172,Vietnam,Bac Ninh,FPT Telecom Company
123.22.124.198,Vietnam,Phu Khuong,Vietnam Posts and Telecommunications Group
113.22.194.222,Vietnam,Ho Chi Minh City,FPT Telecom Company
116.104.183.103,Vietnam,Tuyen Quang,Viettel Group
42.112.234.255,Vietnam,Haiphong,FPT Telecom Company
118.69.93.25,Vietnam,Ca Mau,FPT Telecom Company
14.166.28.155,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
113.22.109.166,Vietnam,Ha Tinh,FPT Telecom Company
42.113.155.7,Vietnam,Hanoi,FPT Telecom Company
123.18.158.10,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
58.187.184.74,Vietnam,Nam Djinh,FPT Telecom Company
1.55.192.109,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.169.250.195,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
42.114.91.104,Vietnam,Hai Duong,FPT Telecom Company
58.187.67.36,Vietnam,Vinh Yen,FPT Telecom Company
42.118.228.168,Vietnam,Ho Chi Minh City,FPT Telecom Company
99.145.124.66,United States,Hearne,AT&T Corp.
42.118.29.106,Vietnam,Bac Giang,FPT Telecom Company
66.249.82.135,Australia,Sydney,Google LLC
66.249.82.65,Australia,Sydney,Google LLC
115.73.42.81,Vietnam,Phu Quoc Island,Viettel Group
42.118.79.7,Vietnam,Bien Hoa,FPT Telecom Company
118.68.192.48,Vietnam,Hanoi,FPT Telecom Company
42.118.236.191,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.71.43.158,Vietnam,Hanoi,FPT Telecom Company
118.71.13.93,Vietnam,Hanoi,FPT Telecom Company
113.22.152.97,Vietnam,Hai An,FPT Telecom Company
64.233.173.4,Japan,Tokyo,Google LLC
14.188.229.183,Vietnam,Bim Son,Vietnam Posts and Telecommunications Group
118.71.112.243,Vietnam,Hanoi,FPT Telecom Company
42.113.197.30,Vietnam,Uong Bi,FPT Telecom Company
1.55.48.123,Vietnam,Nha Trang,FPT Telecom Company
42.116.142.95,Vietnam,Nha Trang,FPT Telecom Company
27.76.223.126,Vietnam,Vinh,Viettel Group
42.118.228.44,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.237.151.42,Vietnam,B'tong,Vietnam Posts and Telecommunications Group
42.112.185.221,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.250.9.180,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.118.76.87,Vietnam,Hoa Binh,FPT Telecom Company
1.52.33.197,Vietnam,Qui Nhon,FPT Telecom Company
14.234.41.205,Vietnam,B'rong,Vietnam Posts and Telecommunications Group
103.199.33.137,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
116.102.217.37,Vietnam,Bien Hoa,Viettel Group
183.81.119.70,Vietnam,Hai Duong,FPT Telecom Company
42.119.147.164,Vietnam,Long Xuyen,FPT Telecom Company
100.72.9.123,"","",""
90.90.242.8,France,Cergy,Orange S.A.
118.70.169.21,Vietnam,Hanoi,FPT Telecom Company
42.117.22.218,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.71.134.99,Vietnam,Hai Duong,FPT Telecom Company
1.55.227.38,Vietnam,Vinh Yen,FPT Telecom Company
123.26.235.194,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.112.229.211,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.161.146,Vietnam,Hai Duong,FPT Telecom Company
1.52.21.92,Vietnam,Ho Chi Minh City,FPT Telecom Company
66.220.149.35,United States,Menlo Park,"Facebook, Inc."
14.245.191.116,Vietnam,Quang Ngai,Vietnam Posts and Telecommunications Group
45.126.96.233,Vietnam,Nha Trang,Vietnamobile Telecommunications Joint Stock Company
171.235.32.44,Vietnam,Bien Hoa,Viettel Group
42.116.118.173,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.188.101.4,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
123.25.58.174,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
222.252.46.22,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.119.132.203,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.71.142.241,Vietnam,Hanoi,FPT Telecom Company
42.114.132.226,Vietnam,Hanoi,FPT Telecom Company
42.118.85.13,Vietnam,Bien Hoa,FPT Telecom Company
14.186.120.59,Vietnam,Bien Hoa,Vietnam Posts and Telecommunications Group
183.80.151.43,Vietnam,Ca Mau,FPT Telecom Company
113.23.51.86,Vietnam,Thai Binh,FPT Telecom Company
58.187.92.179,Vietnam,Hanoi,FPT Telecom Company
118.71.90.69,Vietnam,Hanoi,FPT Telecom Company
176.151.107.25,France,Paris,Bouygues Telecom SA
14.170.222.241,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
14.229.13.114,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
1.53.218.23,Vietnam,Ho Chi Minh City,FPT Telecom Company
222.254.104.243,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
14.190.217.195,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
113.23.91.87,Vietnam,Hoa Binh,FPT Telecom Company
1.52.196.229,Vietnam,Hai An,FPT Telecom Company
42.118.133.228,Vietnam,Hanoi,FPT Telecom Company
183.81.85.82,Vietnam,Hanoi,FPT Telecom Company
27.104.188.23,Singapore,Singapore,M1 Limited
58.186.88.223,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.194.243,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.18.247,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.242.217.26,Vietnam,Phu Quoc Island,Vietnam Posts and Telecommunications Group
118.70.41.15,Vietnam,Thanh Hoa,FPT Telecom Company
42.113.130.66,Vietnam,Hanoi,FPT Telecom Company
70.81.71.221,Canada,Montreal,Videotron Ltee
42.116.100.174,Vietnam,Da Nang,FPT Telecom Company
14.231.77.137,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.69.93.178,Vietnam,Ca Mau,FPT Telecom Company
203.205.34.93,Vietnam,Ho Chi Minh City,CMC Telecom Infrastructure Company
118.68.192.79,Vietnam,Hanoi,FPT Telecom Company
59.153.242.161,Vietnam,Vinh,MOBIFONE Corporation
42.119.77.136,Vietnam,Hanoi,FPT Telecom Company
222.254.99.200,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
113.164.27.57,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
